category_ja,category_parent_ja,origin_ja,taxon_group_ja,family_ja,scientific_name,vernacular_name_ja,ias_law_status_ja,establishment_stage_ja,selection_reason_ja,problem_area_ja,kingdom_sheet_ja,note_ja,source_id,source_ref
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Mytilopsis sallei,イガイダマシ,*,分布拡大期～まん延期,"Ⅰ,Ⅲ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=225
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Mercenaria mercenaria,ホンビノスガイ,,定着初期／限定分布,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=226
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Meretrix petechialis,シナハマグリ,*,定着初期／限定分布,"Ⅰ,Ⅲ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=227
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Ficopomatus enigmaticus,カニヤドリカンザシ,*,分布拡大期～まん延期,"Ⅰ,Ⅲ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=228
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Hydroides elegans,カサネカンザシ,*,分布拡大期～まん延期,Ⅲ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=229
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Amphibalanus amphitrite,タテジマフジツボ,*,分布拡大期～まん延期,Ⅲ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=230
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Amphibalanus eburneus,アメリカフジツボ,,分布拡大期～まん延期,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=231
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Amphibalanus improvisus,ヨーロッパフジツボ,,分布拡大期～まん延期,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=232
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Balanus glandula,キタアメリカフジツボ,,分布拡大期～まん延期,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=233
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Cragonyx floridanus,フロリダマミズヨコエビ,,分布拡大期～まん延期,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=234
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Carcinus aestuarii,チチュウカイミドリガニ,*,分布拡大期～まん延期,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=235
適切な管理が必要な産業上重要な外来種（産業管理外来種）,適切な管理が必要な産業上重要な外来種（産業管理外来種）,国外由来の外来種,魚類,,Oncorhynchus mykiss,ニジマス,*,分布拡大期～まん延期,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=237
適切な管理が必要な産業上重要な外来種（産業管理外来種）,適切な管理が必要な産業上重要な外来種（産業管理外来種）,国外由来の外来種,魚類,,Salmo trutta,ブラウントラウト,*,分布拡大期～まん延期,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=238
適切な管理が必要な産業上重要な外来種（産業管理外来種）,適切な管理が必要な産業上重要な外来種（産業管理外来種）,国外由来の外来種,魚類,,Salvelinus namaycush,レイクトラウト,,定着初期／限定分布,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=239
適切な管理が必要な産業上重要な外来種（産業管理外来種）,適切な管理が必要な産業上重要な外来種（産業管理外来種）,国外由来の外来種,昆虫類,,Bombus terrestris,セイヨウオオマルハナバチ,特定外来,定着初期／限定分布,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=240
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国内由来の外来種、国内に自然分布域を持つ国外由来の外来種,哺乳類,,Mustela itatsi,伊豆諸島などのニホンイタチ,,国内由来の外来種,"Ⅰ,Ⅲ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=248
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国内由来の外来種、国内に自然分布域を持つ国外由来の外来種,哺乳類,,Nyctereutes procyonoides,奥尻島・屋久島のタヌキ,,国内由来の外来種,"Ⅰ,Ⅲ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=250
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国内由来の外来種、国内に自然分布域を持つ国外由来の外来種,哺乳類,,Martes melampus,北海道・佐渡のテン,,国内由来の外来種,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=251
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国内由来の外来種、国内に自然分布域を持つ国外由来の外来種,哺乳類,,Mustela sibirica,対馬以外のチョウセンイタチ,,国内由来の外来種,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=252
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国内由来の外来種、国内に自然分布域を持つ国外由来の外来種,哺乳類,,Sus scrofa leucomystax,徳之島などのニホンイノシシ,,国内由来の外来種,"Ⅰ,Ⅲ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=253
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国内由来の外来種、国内に自然分布域を持つ国外由来の外来種,哺乳類,,Cervus nippon,新島などのニホンジカ,,国内由来の外来種,"Ⅰ,Ⅲ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=254
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国内由来の外来種、国内に自然分布域を持つ国外由来の外来種,爬虫類,,Cuora flavomarginata evelynae,沖縄諸島のヤエヤマセマルハコガメ,,国内由来の外来種,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=255
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国内由来の外来種、国内に自然分布域を持つ国外由来の外来種,爬虫類,,Mauremyｓ mutica kami,沖縄諸島及び宮古諸島のヤエヤマイシガメ,,国内由来の外来種,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=256
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国内由来の外来種、国内に自然分布域を持つ国外由来の外来種,爬虫類,,Pelodiscus sinensis japonicus,琉球列島のニホンスッポン,,国内由来の外来種,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=257
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国内由来の外来種、国内に自然分布域を持つ国外由来の外来種,爬虫類,,Japalura polygonata polygonata,九州のオキナワキノボリトカゲ,,国内由来の外来種,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=258
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国内由来の外来種、国内に自然分布域を持つ国外由来の外来種,爬虫類,,Plestiodon japonicus,伊豆諸島のニホントカゲ,,国内由来の外来種,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=259
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国内由来の外来種、国内に自然分布域を持つ国外由来の外来種,両生類,,Bufo japonicus formosus,伊豆諸島などのアズマヒキガエル,,国内由来の外来種,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=260
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国内由来の外来種、国内に自然分布域を持つ国外由来の外来種,両生類,,Fejervarya kawamurai,関東以北及び島に侵入したヌマガエル,,国内由来の外来種,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=261
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国内由来の外来種、国内に自然分布域を持つ国外由来の外来種,その他の無脊椎動物,,Euspira fortunei,自然分布域外のサキグロタマツメタ,,国内に自然分布域を持つ国外由来の外来種,"Ⅰ,Ⅲ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=262
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国内由来の外来種、国内に自然分布域を持つ国外由来の外来種,魚類,,Opsarichthys uncirostris uncirostris,琵琶湖・淀川以外のハス,,国内由来の外来種,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=264
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国内由来の外来種、国内に自然分布域を持つ国外由来の外来種,魚類,,Pseudorasbora parva,東北地方などのモツゴ,,国内由来の外来種,"Ⅰ,Ⅱ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=265
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国内由来の外来種、国内に自然分布域を持つ国外由来の外来種,魚類,,Tachysurus nudiceps,九州北西部及び東海・北陸地方以東のギギ,,国内由来の外来種,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=266
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国内由来の外来種、国内に自然分布域を持つ国外由来の外来種,魚類,,Coreoperca kawamebari,近畿地方以東のオヤニラミ,,国内由来の外来種,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=267
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国内由来の外来種、国内に自然分布域を持つ国外由来の外来種,昆虫類,,Protaetia pryeri,伊豆諸島などのリュウキュウツヤハナムグリ,,国内由来の外来種,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=268
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国内由来の外来種、国内に自然分布域を持つ国外由来の外来種,昆虫類,,Trypoxylus dichotomus septentrionalis,北海道・沖縄のカブトムシ本土亜種,,国内由来の外来種,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=269
侵入予防外来種,定着を予防する外来種（定着予防外来種）,国外由来の外来種,植物,イネ,Ammophila arenaria,ビーチグラス,,未定着,Ⅳ,海岸砂丘,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=24
その他の定着予防外来種,定着を予防する外来種（定着予防外来種）,国外由来の外来種,植物,カバノキ,Alnus glutinosa,ヨーロッパハンノキ（オウシュウクロハンノキ）,,未定着,Ⅳ,湿地,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=26
その他の定着予防外来種,定着を予防する外来種（定着予防外来種）,国外由来の外来種,植物,クワ,Ficus rubiginosa,フランスゴムノキ（コバノゴムビワ）,,未定着,Ⅳ,,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=27
その他の定着予防外来種,定着を予防する外来種（定着予防外来種）,国外由来の外来種,植物,ベンケイソウ,Tillaea helmsii,クラッスラ・ヘルムシー,,未定着,Ⅳ,湿地,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=28
その他の定着予防外来種,定着を予防する外来種（定着予防外来種）,国外由来の外来種,植物,カエデ,Acer platanoides,ノルウェーカエデ（ヨーロッパカエデ）,,未定着,Ⅳ,,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=29
その他の定着予防外来種,定着を予防する外来種（定着予防外来種）,国外由来の外来種,植物,カエデ,Acer rubrum,アメリカハナノキ（ベニカエデ）,,未定着,Ⅰ,ハナノキの生育地の周辺,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=30
その他の定着予防外来種,定着を予防する外来種（定着予防外来種）,国外由来の外来種,植物,グミ,Elaeagnus angustifolia,ホソグミ（ロシアンオリーブ）,,未定着,Ⅳ,湿地や河原,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=31
その他の定着予防外来種,定着を予防する外来種（定着予防外来種）,国外由来の外来種,植物,ギョリュウ,Tamarix × hybrid,タマリクス属雑種（ギョリュウ）,（*）,未定着,Ⅳ,湿地や河原,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=32
その他の定着予防外来種,定着を予防する外来種（定着予防外来種）,国外由来の外来種,植物,ヤルマ,Cecropia peltata,ヤツデグワ,*,小笠原・南西諸島／未定着,Ⅳ,,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=33
その他の定着予防外来種,定着を予防する外来種（定着予防外来種）,国外由来の外来種,植物,ヤルマ,Cecropia schreberiana,ケクロピア・シュレベリアナ,,小笠原・南西諸島／未定着,Ⅳ,,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=34
その他の定着予防外来種,定着を予防する外来種（定着予防外来種）,国外由来の外来種,植物,トベラ,Pittosporum undulatum,シマトベラ（トウソヨゴ）,,小笠原・南西諸島／未定着,Ⅳ,,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=35
その他の定着予防外来種,定着を予防する外来種（定着予防外来種）,国外由来の外来種,植物,フトモモ,Eugenia uniflora,タチバナアデク（ピタンガ）,,小笠原・南西諸島／未定着,Ⅳ,,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=36
その他の定着予防外来種,定着を予防する外来種（定着予防外来種）,国外由来の外来種,植物,フトモモ,Syzygium cumini,ムラサキフトモモ（ヨウミャクアデク、メシゲラック、ムレザキフトモモ）,,小笠原・南西諸島／未定着,Ⅳ,,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=37
その他の定着予防外来種,定着を予防する外来種（定着予防外来種）,国外由来の外来種,植物,ノボタン,Clidemia hirta,アメリカクサノボタン,*,小笠原・南西諸島／未定着,Ⅳ,,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=38
その他の定着予防外来種,定着を予防する外来種（定着予防外来種）,国外由来の外来種,植物,ウコギ,Schefflera actinophylla,シェフレラ・アクチノフィラ（ブラッサイア、オクトパスツリー）,,小笠原・南西諸島／未定着,Ⅳ,,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=39
その他の定着予防外来種,定着を予防する外来種（定着予防外来種）,国外由来の外来種,植物,ヤブコウジ,Ardisia elliptica,コウトウタチバナ（セイロンマンリョウ）,*,小笠原・南西諸島／未定着,Ⅳ,,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=40
その他の定着予防外来種,定着を予防する外来種（定着予防外来種）,国外由来の外来種,植物,ガガイモ,Cryptostegia grandiflora,オオバナアサガオ（インドゴムカズラ）,,小笠原・南西諸島／未定着,Ⅳ,,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=41
その他の定着予防外来種,定着を予防する外来種（定着予防外来種）,国外由来の外来種,植物,ノウゼンカズラ,Macfadyena unguis-cati,トラノツメ（ネコノツメ）,,小笠原・南西諸島／未定着,Ⅳ,,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=42
その他の定着予防外来種,定着を予防する外来種（定着予防外来種）,国外由来の外来種,植物,キツネノマゴ,Thunbergia grandiflora,ベンガルヤハズカズラ（ウリバローレルカズラ）,,小笠原・南西諸島／未定着,Ⅳ,,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=43
その他の定着予防外来種,定着を予防する外来種（定着予防外来種）,国外由来の外来種,植物,リュウゼツラン,Sansevieria trifasciata,アツバチトセラン（サンスベリア）,,小笠原・南西諸島／未定着,Ⅳ,,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=44
その他の定着予防外来種,定着を予防する外来種（定着予防外来種）,国外由来の外来種,植物,イネ,Bambusa vulgaris,ダイサンチク（タイサンチク）,,小笠原・南西諸島／未定着,Ⅳ,,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=45
その他の定着予防外来種,定着を予防する外来種（定着予防外来種）,国外由来の外来種,植物,ヤシ,Archontophoenix cunninghamiana,シマケンチャヤシ（ユスラヤシモドキ）,,小笠原・南西諸島／未定着,Ⅳ,,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=46
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,アカウキクサ,Azolla spp.,外来アゾラ類,特定外来（一部）,分布拡大期～まん延期,Ⅰ、Ⅳ,アカウキクサやオオアカウキクサの生育地周辺,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=49
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,ヒユ,Alternanthera philoxeroides,ナガエツルノゲイトウ,特定外来,分布拡大期～まん延期,Ⅱ、Ⅳ、Ⅴ,池沼や湿地,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=50
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,ウリ,Sicyos angulatus,アレチウリ,特定外来,分布拡大期～まん延期,Ⅳ、Ⅴ,河原の固有種の生育地,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=51
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,アカバナ,Ludwigia grandiflora（L. grandiflora ssp. grandiflora）,オオバナミズキンバイなどを含むルドウィギア・グランディフロラ,特定外来,定着初期／限定分布,Ⅰ、Ⅱ、Ⅳ、Ⅴ,湖沼,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=52
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,アリノトウグサ,Myriophyllum aquaticum,オオフサモ,特定外来,分布拡大期～まん延期,Ⅳ,池沼や湿地,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=53
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,セリ,Hydrocotyle ranunculoides,ブラジルチドメグサ,特定外来,定着初期／限定分布,Ⅳ,池沼,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=54
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,ゴマノハグサ,Veronica anagallis-aquatica,オオカワヂシャ,特定外来,分布拡大期～まん延期,Ⅰ、Ⅳ,カワヂシャが生育する河原や湿地,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=55
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,キク,Coreopsis lanceolata,オオキンケイギク,特定外来,分布拡大期～まん延期,Ⅳ,河原の固有種の生育地,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=56
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,キク,Gymnocoronis spilanthoides,ミズヒマワリ,特定外来,分布拡大期～まん延期,Ⅱ、Ⅳ,池沼,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=57
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,キク,Rudbeckia laciniata,オオハンゴンソウ,特定外来,分布拡大期～まん延期,Ⅱ、Ⅳ,湿原や林床,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=58
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,キク,Senecio madagascariensis,ナルトサワギク,特定外来,分布拡大期～まん延期,Ⅳ、Ⅴ,,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=59
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,イネ,Spartina spp.,スパルティナ属,特定外来,定着初期／限定分布,Ⅱ、Ⅳ,干潟,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=60
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,サトイモ,Pistia stratiotes,ボタンウキクサ,特定外来,分布拡大期～まん延期,Ⅱ、Ⅳ,暖地の池沼や湿地,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=61
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,キク,Mikania micrantha,ツルヒヨドリ（ツルギク、ミカニア・ミクランサ）,*,小笠原・南西諸島,Ⅱ、Ⅳ,,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=62
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,キク,Sphagneticola trilobata,アメリカハマグルマ（ミツバハマグルマ）,*,小笠原・南西諸島,Ⅱ、Ⅳ,隆起珊瑚礁など海岸砂地や岩場、林縁,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=63
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,ハマミズナ,Carpobrotus edulis,バクヤギク（エデュリス、莫邪菊）,,定着初期／限定分布,Ⅱ、Ⅳ,海岸砂浜,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=65
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,サボテン,Opuntia spp.,ウチワサボテン属,(*）,分布拡大期～まん延期,Ⅱ、Ⅳ,海岸砂浜や河原,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=66
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,スイレン,Cabomba caroliniana,ハゴロモモ（フサジュンサイ、カモンバ）,*,分布拡大期～まん延期,Ⅳ,ため池、湖沼,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=67
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,スイレン,Nymphaea cv.,園芸スイレン,,分布拡大期～まん延期,Ⅳ,ため池、湖沼,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=68
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,モウセンゴケ,Drosera intermedia、Drosera spp.,ナガエモウセンゴケ（ナガエノモウセンゴケ、ドロセラ・インターメディア）等の外来モウセンゴケ類,,定着初期／限定分布,Ⅰ、Ⅱ、Ⅳ,湿地,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=69
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,アブラナ,Nasturtium officinale,オランダガラシ（クレソン）,*,分布拡大期～まん延期,Ⅳ、Ⅴ,池沼や渓流,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=70
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,マメ,Acacia longifolia,ナガバアカシア,,定着初期／限定分布,Ⅳ,,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=71
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,マメ,Acacia melanoxylon,メラノキシロンアカシア（ブラックウッドアカシア）,,定着初期／限定分布,Ⅳ,,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=72
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,マメ,Acacia mearnsii,モリシマアカシア,*,分布拡大期～まん延期,Ⅱ、Ⅳ,蛇紋岩地や草原,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=73
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,マメ,Amorpha fruticosa,イタチハギ（クロバナエンジュ）,*,分布拡大期～まん延期,Ⅱ、Ⅳ、Ⅴ,河川敷、海岸、亜高山帯、リンゴ園周辺,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=74
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,マメ,Lupinus polyphyllus,シュッコンルピナス（ルピナス、タヨウハウチワマメ、ノボリフジ）,,定着初期／限定分布,Ⅱ、Ⅳ,自然草原,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=75
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,ニガキ,Ailanthus altissima,ニワウルシ（シンジュ）,,分布拡大期～まん延期,Ⅳ,河川敷、二次林,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=76
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,アカバナ,Ludwigia repens,アメリカミズユキノシタ（ルドウィジア・レペンス）,*,定着初期／限定分布,Ⅱ、Ⅳ,池沼や湿地,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=77
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,アカバナ,Oenothera laciniata,コマツヨイグサ,*,分布拡大期～まん延期,Ⅱ、Ⅳ,海岸砂浜,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=78
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,植物,セリ,Hydrocotyle verticillata var. triradiata,ウチワゼニクサ（タテバチドメグサ）,,分布拡大期～まん延期,Ⅳ,池沼や湿地,植物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#植物!row=79
