taxon_id,scientific_name,vernacular_name_ja,source_id,query_name,query_variant,taxon_key,accepted_scientific_name,kingdom,phylum,class,order,family,genus,rank,matchType,confidence,status,note
dryopteris monticola (makino) c.chr.,Dryopteris monticola (Makino) C.Chr.,ミヤマベニシダ,kanagawa_redlist,Dryopteris monticola (Makino) C.Chr.,verbatim,5654221,Dryopteris monticola (Makino) C.Chr.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,SPECIES,EXACT,100,ACCEPTED,
"pseudostenophylax tochigiensis schmid, 1991","Pseudostenophylax tochigiensis Schmid, 1991",トチギミヤマトビケラ,kanagawa_redlist,"Pseudostenophylax tochigiensis Schmid, 1991",verbatim,1441698,"Pseudostenophylax tochigiensis Schmid, 1991",Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Pseudostenophylax,SPECIES,EXACT,100,ACCEPTED,
dryopteris varia (l.) kuntze,Dryopteris varia (L.) Kuntze,ナンカイイタチシダ,kanagawa_redlist,Dryopteris varia (L.) Kuntze,verbatim,5653274,Dryopteris varia (L.) Kuntze,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,SPECIES,EXACT,100,ACCEPTED,
"palaeagapetus parvus ito, 1991","Palaeagapetus parvus Ito, 1991",コガタカメノコヒメトビケラ,kanagawa_redlist,"Palaeagapetus parvus Ito, 1991",verbatim,1432787,"Palaeagapetus parvus Ito, 1992",Animalia,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Palaeagapetus,SPECIES,EXACT,100,ACCEPTED,
polystichum neolobatum nakai,Polystichum neolobatum Nakai,ヤシャイノデ,kanagawa_redlist,Polystichum neolobatum Nakai,verbatim,4045710,Polystichum neolobatum Nakai,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Polystichum,SPECIES,EXACT,100,ACCEPTED,
"nemotaulius admorsus (mclachlan, 1866)","Nemotaulius admorsus (McLachlan, 1866)",エグリトビケラ,kanagawa_redlist,"Nemotaulius admorsus (McLachlan, 1866)",verbatim,1442195,"Nemotaulius admorsus (McLachlan, 1866)",Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Nemotaulius,SPECIES,EXACT,100,ACCEPTED,
selliguea veitchii (baker) h.ohashi & k.ohashi,Selliguea veitchii (Baker) H.Ohashi & K.Ohashi,ミヤマウラボシ,kanagawa_redlist,Selliguea veitchii (Baker) H.Ohashi & K.Ohashi,verbatim,8096346,Selliguea veitchii (Baker) H.Ohashi & K.Ohashi,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Selliguea,SPECIES,EXACT,100,ACCEPTED,
"molanna nervosa ulmer, 1927","Molanna nervosa Ulmer, 1927",クロホソバトビケラ,kanagawa_redlist,"Molanna nervosa Ulmer, 1927",verbatim,1437359,"Molanna nervosa Ulmer, 1927",Animalia,Arthropoda,Insecta,Trichoptera,Molannidae,Molanna,SPECIES,EXACT,100,ACCEPTED,
lepisorus annuifrons (makino) ching,Lepisorus annuifrons (Makino) Ching,ホテイシダ,kanagawa_redlist,Lepisorus annuifrons (Makino) Ching,verbatim,4025763,Lepisorus annuifrons (Makino) Ching,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Lepisorus,SPECIES,EXACT,100,ACCEPTED,
"eoneureclipsis montana torii & nishimoto, 2011","Eoneureclipsis montana Torii & Nishimoto, 2011",オオクダトビケラ,kanagawa_redlist,"Eoneureclipsis montana Torii & Nishimoto, 2011",verbatim,8885870,"Eoneureclipsis montana Torii & Nishimoto, 2011",Animalia,Arthropoda,Insecta,Trichoptera,Polycentropodidae,Eoneureclipsis,SPECIES,EXACT,100,ACCEPTED,
loxogramme grammitoides (baker) c.chr.,Loxogramme grammitoides (Baker) C.Chr.,ヒメサジラン,kanagawa_redlist,Loxogramme grammitoides (Baker) C.Chr.,verbatim,4028556,Loxogramme grammitoides (Baker) C.Chr.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Loxogramme,SPECIES,EXACT,100,ACCEPTED,
"larcasia akagiae nishimoto & tanida, 1999","Larcasia akagiae Nishimoto & Tanida, 1999",コブニンギョウトビケラ,kanagawa_redlist,"Larcasia akagiae Nishimoto & Tanida, 1999",verbatim,1441358,"Larcasia akagiae Nishimoto & Tanida, 1999",Animalia,Arthropoda,Insecta,Trichoptera,Goeridae,Larcasia,SPECIES,EXACT,100,ACCEPTED,
abies veitchii lindl.,Abies veitchii Lindl.,シラビソ,kanagawa_redlist,Abies veitchii Lindl.,verbatim,2685400,Abies veitchii Lindl.,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,SPECIES,EXACT,100,ACCEPTED,
"neophylax koizumii (iwata, 1927)","Neophylax koizumii (Iwata, 1927)",コイズミエグリトビケラ,kanagawa_redlist,"Neophylax koizumii (Iwata, 1927)",verbatim,1441551,"Neophylax McLachlan, 1871",Animalia,Arthropoda,Insecta,Trichoptera,Uenoidae,Neophylax,GENUS,HIGHERRANK,92,ACCEPTED,
juniperus conferta parl.,Juniperus conferta Parl.,ハイネズ,kanagawa_redlist,Juniperus conferta Parl.,verbatim,2684527,Juniperus conferta Parl.,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,SPECIES,EXACT,100,SYNONYM,
"goera spicata schmid, 1965","Goera spicata Schmid, 1965",ヒメニンギョウトビケラ,kanagawa_redlist,"Goera spicata Schmid, 1965",verbatim,1441418,"Goera spicata Schmid, 1965",Animalia,Arthropoda,Insecta,Trichoptera,Goeridae,Goera,SPECIES,EXACT,100,ACCEPTED,
juniperus taxifolia hook. & arn. var. lutchuensis (koidz.) satake,Juniperus taxifolia Hook. & Arn. var. lutchuensis (Koidz.) Satake,オキナワハイネズ,kanagawa_redlist,Juniperus taxifolia Hook. & Arn. var. lutchuensis (Koidz.) Satake,verbatim,7773427,Juniperus taxifolia var. lutchuensis (Koidz.) Satake,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,VARIETY,EXACT,100,SYNONYM,
"limnocentropus insolitus ulmer, 1907","Limnocentropus insolitus Ulmer, 1907",キタガミトビケラ,kanagawa_redlist,"Limnocentropus insolitus Ulmer, 1907",verbatim,1437432,"Limnocentropus insolitus Ulmer, 1907",Animalia,Arthropoda,Insecta,Trichoptera,Limnocentropodidae,Limnocentropus,SPECIES,EXACT,100,ACCEPTED,
nuphar japonica dc.,Nuphar japonica DC.,コウホネ,kanagawa_redlist,Nuphar japonica DC.,verbatim,7326938,Nuphar japonica DC.,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar,SPECIES,EXACT,100,ACCEPTED,
"gyrinus gestroi régimbart, 1883","Gyrinus gestroi Régimbart, 1883",ヒメミズスマシ,kanagawa_redlist,"Gyrinus gestroi Régimbart, 1883",verbatim,7003930,"Gyrinus gestroi Régimbart, 1883",Animalia,Arthropoda,Insecta,Coleoptera,Gyrinidae,Gyrinus,SPECIES,EXACT,100,ACCEPTED,
actinodaphne acuminata (blume) meisn.,Actinodaphne acuminata (Blume) Meisn.,バリバリノキ,kanagawa_redlist,Actinodaphne acuminata (Blume) Meisn.,verbatim,4178324,Actinodaphne acuminata (Blume) Meisn.,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Actinodaphne,SPECIES,EXACT,100,ACCEPTED,
"gyrinus curtus motschulsky, 1866","Gyrinus curtus Motschulsky, 1866",コミズスマシ,kanagawa_redlist,"Gyrinus curtus Motschulsky, 1866",verbatim,7004073,"Gyrinus curtus Motschulsky, 1866",Animalia,Arthropoda,Insecta,Coleoptera,Gyrinidae,Gyrinus,SPECIES,EXACT,100,ACCEPTED,
arisaema aprile j.murata,Arisaema aprile J.Murata,オドリコテンナンショウ,kanagawa_redlist,Arisaema aprile J.Murata,verbatim,2867309,Arisaema aprile J.Murata,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Arisaema,SPECIES,EXACT,100,ACCEPTED,
"dineutus orientalis (modeer, 1780)","Dineutus orientalis (Modeer, 1780)",オオミズスマシ,kanagawa_redlist,"Dineutus orientalis (Modeer, 1780)",verbatim,6131289,"Dineutus orientalis Modder, 1776",Animalia,Arthropoda,Insecta,Coleoptera,Gyrinidae,Dineutus,SPECIES,EXACT,100,ACCEPTED,
alisma rariflorum sam.,Alisma rariflorum Sam.,トウゴクヘラオモダカ,kanagawa_redlist,Alisma rariflorum Sam.,verbatim,2865131,Alisma rariflorum Sam.,Plantae,Tracheophyta,Liliopsida,Alismatales,Alismataceae,Alisma,SPECIES,EXACT,100,ACCEPTED,
"haliplus kamiyai nakane, 1963","Haliplus kamiyai Nakane, 1963",カミヤコガシラミズムシ,kanagawa_redlist,"Haliplus kamiyai Nakane, 1963",verbatim,6965251,"Haliplus kamiyai Nakane, 1963",Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Haliplus,SPECIES,EXACT,100,ACCEPTED,
sagittaria aginashi makino,Sagittaria aginashi Makino,アギナシ,kanagawa_redlist,Sagittaria aginashi Makino,verbatim,5553763,Sagittaria aginashi Makino,Plantae,Tracheophyta,Liliopsida,Alismatales,Alismataceae,Sagittaria,SPECIES,EXACT,100,ACCEPTED,
"haliplus ovalis sharp, 1884","Haliplus ovalis Sharp, 1884",ヒメコガシラミズムシ,kanagawa_redlist,"Haliplus ovalis Sharp, 1884",verbatim,6965205,"Haliplus ovalis Sharp, 1884",Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Haliplus,SPECIES,EXACT,100,ACCEPTED,
blyxa echinosperma (c.b.clarke) hook.f.,Blyxa echinosperma (C.B.Clarke) Hook.f.,スブタ,kanagawa_redlist,Blyxa echinosperma (C.B.Clarke) Hook.f.,verbatim,2865970,Blyxa echinosperma (C.B.Clarke) Hook.f.,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Blyxa,SPECIES,EXACT,100,ACCEPTED,
"haliplus eximius clark, 1863","Haliplus eximius Clark, 1863",キイロコガシラミズムシ,kanagawa_redlist,"Haliplus eximius Clark, 1863",verbatim,6965269,"Haliplus eximius Clark, 1863",Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Haliplus,SPECIES,EXACT,100,ACCEPTED,
blyxa japonica (miq.) maxim. ex asch. & guerke,Blyxa japonica (Miq.) Maxim. ex Asch. & Guerke,ヤナギスブタ,kanagawa_redlist,Blyxa japonica (Miq.) Maxim. ex Asch. & Guerke,verbatim,2865980,Blyxa japonica (Miq.) Maxim. ex Asch. & Gürke,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Blyxa,SPECIES,EXACT,100,ACCEPTED,
"chaetodera laetescripta (motschulsky, 1860)","Chaetodera laetescripta (Motschulsky, 1860)",カワラハンミョウ,kanagawa_redlist,"Chaetodera laetescripta (Motschulsky, 1860)",verbatim,8106265,"Chaetodera laetescripta (Motschulsky, 1860)",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Chaetodera,SPECIES,EXACT,100,ACCEPTED,
blyxa leiosperma koidz.,Blyxa leiosperma Koidz.,ミカワスブタ,kanagawa_redlist,Blyxa leiosperma Koidz.,verbatim,2865988,Blyxa leiosperma Koidz.,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Blyxa,SPECIES,EXACT,100,ACCEPTED,
"nebria (eunebria) pulcherrima bates, 1873","Nebria (Eunebria) pulcherrima Bates, 1873",フタモンマルクビゴミムシ,kanagawa_redlist,"Nebria (Eunebria) pulcherrima Bates, 1873",verbatim,7998955,"Nebria pulcherrima Bates, 1873",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria,SPECIES,EXACT,100,ACCEPTED,
halophila nipponica j.kuo subsp. nipponica,Halophila nipponica J.Kuo subsp. nipponica,ヤマトウミヒルモ,kanagawa_redlist,Halophila nipponica J.Kuo subsp. nipponica,verbatim,5329603,Halophila nipponica J.Kuo,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Halophila,SPECIES,HIGHERRANK,99,ACCEPTED,
"carabus (carabus) granulatus telluris bates, 1882","Carabus (Carabus) granulatus telluris Bates, 1882",アカガネオサムシ,kanagawa_redlist,"Carabus (Carabus) granulatus telluris Bates, 1882",verbatim,9156208,"Carabus granulatus telluris Bates, 1883",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,SUBSPECIES,EXACT,100,ACCEPTED,
najas graminea delile,Najas graminea Delile,ホッスモ,kanagawa_redlist,Najas graminea Delile,verbatim,5329404,Najas graminea Delile,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Najas,SPECIES,EXACT,100,ACCEPTED,
"anthracus horni (andrewes, 1923)","Anthracus horni (Andrewes, 1923)",ムネミゾチビゴモクムシ,kanagawa_redlist,"Anthracus horni (Andrewes, 1923)",verbatim,8140706,"Anthracus horni (Andrewes, 1923)",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Anthracus,SPECIES,EXACT,100,ACCEPTED,
najas marina l.,Najas marina L.,イバラモ,kanagawa_redlist,Najas marina L.,verbatim,5329324,Najas marina L.,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Najas,SPECIES,EXACT,100,ACCEPTED,
"callistoides deliciolus (bates, 1873)","Callistoides deliciolus (Bates, 1873)",ヒトツメアオゴミムシ,kanagawa_redlist,"Callistoides deliciolus (Bates, 1873)",verbatim,9440172,"Callistoides deliciolus (Bates, 1873)",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Chlaenius,SPECIES,EXACT,100,SYNONYM,
najas minor all.,Najas minor All.,トリゲモ,kanagawa_redlist,Najas minor All.,verbatim,5329434,Najas minor All.,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Najas,SPECIES,EXACT,100,ACCEPTED,
"chlaenius (chlaeniostenus) praefectus bates, 1873","Chlaenius (Chlaeniostenus) praefectus Bates, 1873",アオヘリアオゴミムシ,kanagawa_redlist,"Chlaenius (Chlaeniostenus) praefectus Bates, 1873",verbatim,7372155,"Chlaenius praefectus Bates, 1873",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Chlaenius,SPECIES,EXACT,100,ACCEPTED,
najas yezoensis miyabe,Najas yezoensis Miyabe,イトイバラモ,kanagawa_redlist,Najas yezoensis Miyabe,verbatim,5329467,Najas yezoensis Miyabe,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Najas,SPECIES,EXACT,100,SYNONYM,
"brachyodes virens (wiedemann, 1823)","Brachyodes virens (Wiedemann, 1823)",オオヒラタトックリゴミムシ,kanagawa_redlist,"Brachyodes virens (Wiedemann, 1823)",verbatim,8131148,"Brachyodes virens (Wiedemann, 1823)",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Brachyodes,SPECIES,EXACT,100,ACCEPTED,
vallisneria denseserrulata (makino) makino,Vallisneria denseserrulata (Makino) Makino,コウガイモ,kanagawa_redlist,Vallisneria denseserrulata (Makino) Makino,verbatim,3614103,Vallisneria denseserrulata (Makino) Makino,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Vallisneria,SPECIES,EXACT,100,ACCEPTED,
"dendrocellus geniculatus (klug, 1834)","Dendrocellus geniculatus (Klug, 1834)",コモリアオホソゴミムシ,kanagawa_redlist,"Dendrocellus geniculatus (Klug, 1834)",verbatim,9387531,"Dendrocellus geniculatus (Klug, 1834)",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Desera,SPECIES,EXACT,100,SYNONYM,
potamogeton fryeri a.benn.,Potamogeton fryeri A.Benn.,フトヒルムシロ,kanagawa_redlist,Potamogeton fryeri A.Benn.,verbatim,5642374,Potamogeton fryeri A.Benn.,Plantae,Tracheophyta,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton,SPECIES,EXACT,100,ACCEPTED,
"hyphydrus laeviventris laeviventris sharp, 1882","Hyphydrus laeviventris laeviventris Sharp, 1882",ヒメケシゲンゴロウ,kanagawa_redlist,"Hyphydrus laeviventris laeviventris Sharp, 1882",verbatim,7199525,"Hyphydrus laeviventris laeviventris Sharp, 1882",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hyphydrus,SUBSPECIES,EXACT,100,ACCEPTED,
potamogeton nipponicus makino,Potamogeton nipponicus Makino,ササエビモ,kanagawa_redlist,Potamogeton nipponicus Makino,verbatim,7493330,Potamogeton × nipponicus Makino,Plantae,Tracheophyta,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton,SPECIES,EXACT,100,SYNONYM,
"hydrovatus stridulus biström, 1997","Hydrovatus stridulus Biström, 1997",サメハダマルケシゲンゴロウ,kanagawa_redlist,"Hydrovatus stridulus Biström, 1997",verbatim,6002603,"Hydrovatus stridulus Biström, 1997",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydrovatus,SPECIES,EXACT,100,ACCEPTED,
potamogeton perfoliatus l.,Potamogeton perfoliatus L.,ヒロハノエビモ,kanagawa_redlist,Potamogeton perfoliatus L.,verbatim,5301200,Potamogeton perfoliatus L.,Plantae,Tracheophyta,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton,SPECIES,EXACT,100,ACCEPTED,
"hygrotus chinensis (sharp, 1882)","Hygrotus chinensis (Sharp, 1882)",シマケシゲンゴロウ,kanagawa_redlist,"Hygrotus chinensis (Sharp, 1882)",verbatim,6001368,"Hygrotus chinensis (Sharp, 1882)",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hygrotus,SPECIES,EXACT,100,ACCEPTED,
aletris foliata (maxim.) bureau & franch.,Aletris foliata (Maxim.) Bureau & Franch.,ネバリノギラン,kanagawa_redlist,Aletris foliata (Maxim.) Bureau & Franch.,verbatim,8165774,Aletris foliata (Maxim.) Bureau & Franch.,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Nartheciaceae,Aletris,SPECIES,EXACT,100,SYNONYM,
"leiodytes frontalis (sharp, 1884)","Leiodytes frontalis (Sharp, 1884)",マルチビゲンゴロウ,kanagawa_redlist,"Leiodytes frontalis (Sharp, 1884)",verbatim,6001871,"Leiodytes frontalis (Sharp, 1884)",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Leiodytes,SPECIES,EXACT,100,ACCEPTED,
aletris spicata (thunb.) franch.,Aletris spicata (Thunb.) Franch.,ソクシンラン,kanagawa_redlist,Aletris spicata (Thunb.) Franch.,verbatim,2756112,Aletris spicata (Thunb.) Franch.,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Nartheciaceae,Aletris,SPECIES,EXACT,100,ACCEPTED,
"nebrioporus anchoralis (sharp, 1884)","Nebrioporus anchoralis (Sharp, 1884)",チャイロシマチビゲンゴロウ,kanagawa_redlist,"Nebrioporus anchoralis (Sharp, 1884)",verbatim,6001237,"Nebrioporus anchoralis (Sharp, 1884)",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Nebrioporus,SPECIES,EXACT,100,ACCEPTED,
paris verticillata m.bieb.,Paris verticillata M.Bieb.,クルマバツクバネソウ,kanagawa_redlist,Paris verticillata M.Bieb.,verbatim,5295898,Paris verticillata M.Bieb.,Plantae,Tracheophyta,Liliopsida,Liliales,Melanthiaceae,Paris,SPECIES,EXACT,100,ACCEPTED,
"laccophilus difficilis sharp, 1873","Laccophilus difficilis Sharp, 1873",ツブゲンゴロウ,kanagawa_redlist,"Laccophilus difficilis Sharp, 1873",verbatim,5999981,"Laccophilus difficilis Sharp, 1873",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilus,SPECIES,EXACT,100,ACCEPTED,
lloydia triflora (ledeb.) baker,Lloydia triflora (Ledeb.) Baker,ホソバノアマナ,kanagawa_redlist,Lloydia triflora (Ledeb.) Baker,verbatim,5299777,Lloydia triflora (Ledeb.) Baker,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Gagea,SPECIES,EXACT,100,SYNONYM,
"laccophilus lewisius sharp, 1873","Laccophilus lewisius Sharp, 1873",ルイスツブゲンゴロウ,kanagawa_redlist,"Laccophilus lewisius Sharp, 1873",verbatim,5999958,"Laccophilus lewisius Sharp, 1873",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilus,SPECIES,EXACT,100,ACCEPTED,
calanthe alpina hook f. ex lindl.,Calanthe alpina Hook f. ex Lindl.,キソエビネ,kanagawa_redlist,Calanthe alpina Hook f. ex Lindl.,verbatim,2795152,Calanthe alpina Hook.f. ex Lindl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Calanthe,SPECIES,EXACT,100,ACCEPTED,
"laccophilus kobensis sharp, 1873","Laccophilus kobensis Sharp, 1873",コウベツブゲンゴロウ,kanagawa_redlist,"Laccophilus kobensis Sharp, 1873",verbatim,5999968,"Laccophilus kobensis Sharp, 1873",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilus,SPECIES,EXACT,100,ACCEPTED,
calanthe nipponica makino,Calanthe nipponica Makino,キンセイラン,kanagawa_redlist,Calanthe nipponica Makino,verbatim,2794982,Calanthe nipponica Makino,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Calanthe,SPECIES,EXACT,100,ACCEPTED,
"laccophilus yoshitomii watanabe & kamite, 2018","Laccophilus yoshitomii Watanabe & Kamite, 2018",ニセコウベツブゲンゴロウ,kanagawa_redlist,"Laccophilus yoshitomii Watanabe & Kamite, 2018",verbatim,11178146,"Laccophilus yoshitomii Watanabe & Kamite, 2018",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilus,SPECIES,EXACT,100,ACCEPTED,
"dactylorhiza viride (l.) r.m.bateman, pridgeon & m.w.chase","Dactylorhiza viride (L.) R.M.Bateman, Pridgeon & M.W.Chase",アオチドリ,kanagawa_redlist,"Dactylorhiza viride (L.) R.M.Bateman, Pridgeon & M.W.Chase",verbatim,8076356,Dactylorhiza viride (L.) R.M.Bateman et al.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dactylorhiza,SPECIES,EXACT,100,SYNONYM,
"laccophilus sharpi régimbart, 1889","Laccophilus sharpi Régimbart, 1889",シャープツブゲンゴロウ,kanagawa_redlist,"Laccophilus sharpi Régimbart, 1889",verbatim,4742646,"Laccophilus sharpi Régimbart, 1889",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilus,SPECIES,EXACT,100,ACCEPTED,
dactylostalix ringens rchb.f.,Dactylostalix ringens Rchb.f.,イチヨウラン,kanagawa_redlist,Dactylostalix ringens Rchb.f.,verbatim,2791993,Dactylostalix ringens Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dactylostalix,SPECIES,EXACT,100,ACCEPTED,
"ilybius apicalis sharp, 1873","Ilybius apicalis Sharp, 1873",キベリクロヒメゲンゴロウ,kanagawa_redlist,"Ilybius apicalis Sharp, 1873",verbatim,5999736,"Ilybius apicalis Sharp, 1873",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Ilybius,SPECIES,EXACT,100,ACCEPTED,
galearis cyclochila (franch. & sav.) soo,Galearis cyclochila (Franch. & Sav.) Soo,カモメラン,kanagawa_redlist,Galearis cyclochila (Franch. & Sav.) Soo,verbatim,2850125,Galearis cyclochila (Franch. & Sav.) Soó,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Galearis,SPECIES,EXACT,100,ACCEPTED,
"hydaticus bipunctatus wehncke, 1876","Hydaticus bipunctatus Wehncke, 1876",スジゲンゴロウ,kanagawa_redlist,"Hydaticus bipunctatus Wehncke, 1876",verbatim,6002063,"Hydaticus bipunctatus Wehncke, 1876",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydaticus,SPECIES,EXACT,100,ACCEPTED,
gastrodia gracilis blume,Gastrodia gracilis Blume,ナヨテンマ,kanagawa_redlist,Gastrodia gracilis Blume,verbatim,2813319,Gastrodia gracilis Blume,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Gastrodia,SPECIES,EXACT,100,ACCEPTED,
"graphoderus adamsii (clark, 1864)","Graphoderus adamsii (Clark, 1864)",マルガタゲンゴロウ,kanagawa_redlist,"Graphoderus adamsii (Clark, 1864)",verbatim,6002971,"Graphoderus adamsii (Clark, 1864)",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Graphoderus,SPECIES,EXACT,100,ACCEPTED,
neolindleya camtschatica (cham.) nevski,Neolindleya camtschatica (Cham.) Nevski,ノビネチドリ,kanagawa_redlist,Neolindleya camtschatica (Cham.) Nevski,verbatim,2798932,Neolindleya camtschatica (Cham.) Nevski,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Galearis,SPECIES,EXACT,100,SYNONYM,
"cybister brevis aubé, 1838","Cybister brevis Aubé, 1838",クロゲンゴロウ,kanagawa_redlist,"Cybister brevis Aubé, 1838",verbatim,5873965,"Cybister brevis Aubé, 1838",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Cybister,SPECIES,EXACT,100,ACCEPTED,
neottianthe cucullata (l.) schltr.,Neottianthe cucullata (L.) Schltr.,ミヤマモジズリ,kanagawa_redlist,Neottianthe cucullata (L.) Schltr.,verbatim,2819258,Neottianthe cucullata (L.) Schltr.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Hemipilia,SPECIES,EXACT,100,SYNONYM,
"cybister tripunctatus lateralis (fabricius, 1798)","Cybister tripunctatus lateralis (Fabricius, 1798)",コガタノゲンゴロウ,kanagawa_redlist,"Cybister tripunctatus lateralis (Fabricius, 1798)",verbatim,6277554,"Cybister tripunctatus lateralis (Fabricius, 1798)",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Cybister,SUBSPECIES,EXACT,100,ACCEPTED,
"neottianthe fujisanensis (sugim.) f.maek., comb. nud.","Neottianthe fujisanensis (Sugim.) F.Maek., comb. nud.",フジチドリ,kanagawa_redlist,"Neottianthe fujisanensis (Sugim.) F.Maek., comb. nud.",verbatim,3649773,Neottianthe fujisanensis (Sugim.) Maek.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Hemipilia,SPECIES,HIGHERRANK,98,SYNONYM,
"cybister chinensis motschulsky, 1854","Cybister chinensis Motschulsky, 1854",ゲンゴロウ,kanagawa_redlist,"Cybister chinensis Motschulsky, 1854",verbatim,6000778,"Cybister chinensis Motschulsky, 1854",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Cybister,SPECIES,EXACT,100,ACCEPTED,
herminium lanceum (thunb. ex sw.) vuijk,Herminium lanceum (Thunb. ex Sw.) Vuijk,ムカゴソウ,kanagawa_redlist,Herminium lanceum (Thunb. ex Sw.) Vuijk,verbatim,5310564,Herminium lanceum (Thunb. ex Sw.) Vuijk,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Herminium,SPECIES,EXACT,100,ACCEPTED,
"dytiscus sharpi wehncke, 1875","Dytiscus sharpi Wehncke, 1875",シャープゲンゴロウモドキ,kanagawa_redlist,"Dytiscus sharpi Wehncke, 1875",verbatim,5874079,"Dytiscus sharpi Wehncke, 1875",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscus,SPECIES,EXACT,100,ACCEPTED,
liparis japonica (miq.) maxim.,Liparis japonica (Miq.) Maxim.,セイタカスズムシソウ,kanagawa_redlist,Liparis japonica (Miq.) Maxim.,verbatim,5322962,Liparis japonica (Miq.) Maxim.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Malaxis,SPECIES,EXACT,100,SYNONYM,
